Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_10094,"Dirikan khemah tepi daik,",Buluh sumpitan bukan riak;,"Duduk dirumah amalan baik,",Virus jangkitan tidak membiak.
Pantun_10095,"Berjalan Cik Limah tepian tarahan,",Tampak antanan disinar purnama;,"Duduk di rumah patuh arahan,",Putus rantaian tanggugjawab bersama.
Pantun_10096,"Pelatuk lemah terlanggar dahan,","Biawak ,ular lekat di pukat;","Duduk rumah tak ingkar arahan,",Wabak menular dapat disekat.
Pantun_10097,"Malang kenari kepaknya patah,",Badannya kurus dan pucat lesi;,"Jagalah diri akur perintah,",Petaka virus bantu atasi.
Pantun_10098,"Banyak hikmah dari musibah,",Aurat tertutup keluarga muafakat;,"Sahut cabaran duduk dirumah,",Putuskan rantaian penyebaran virus tersekat.
Pantun_10099,"Di tepi cerana si kuih lepat,",Teh halia dihidang mak dara;,"Virus corona merebaknya cepat,",Seluruh dunia menular sengsara.
Pantun_10100,"Tersohor kari di kedai mamu,",Dibeli mertua si gulai serati;,"Pejarakkan diri kalau bertemu,",Itu petua menyekat dijangkiti.
Pantun_10101,"Sarang kerengga di hujung dahan,",Pohon yang tinggi boleh di lihat;,"Duduk di rumah patuhkan arahan,",Hindari wabak dari melarat.
Pantun_10102,"Ikan siakap lekat di pukat,",Anak kelah masuk di sangkar;,"Demikian sikap segelintir masyarakat,",Makin ditegah seronok diingkar.
Pantun_10103,"Setiap pagi mawar di jirus,",Tumbuh mekar tepi sawah;,"Duduk di rumah putuskan virus,",Demi sekeluarga ikatkan ukhwah.
Pantun_10104,"Menunduk lemah zaitun dibeli,",Urus semua belian kaktus;,"Duduk di rumah santun famili,",Virus bahaya rantaian putus.
Pantun_10105,"Terbang ke bukit si burung gagak,",Ditenga hari petir berdentum;,"Kini penyakit semakin merebak,",Elakkan diri ke tempat umum.
Pantun_10106,"Hidup jangan menonggak arus,",Hargai sesama usah bermegah;,"Putuskan rantaian penyambung virus,",Tabah dirumah bersama mencegah.
Pantun_10107,"Jala ditebar tidak berlengah,",Lihat haruan menghilir sana;,"Reda dan sabar diam di rumah,",Putus rangkaian virus durjana.
Pantun_10108,"Mari kita duduk dirumah,",Itu seruan perdana menteri;,"Duduk dirumah dengan berhemah,",Agar penyakit dapat dihindari.
Pantun_10109,"Berdua fatin di tepi paya,",Ke warung salmah mkn martabak;,"Covid 19 virus bahaya,",Duduk dirumah mencegah wabak.
Pantun_10110,"Ikat seluar simpul mati,",Seluar basahan sangkut di dahan;,"Usah keluar sesuka hati,",Patuhi arahan ikut panduan.
Pantun_10111,"Pagi hari menjala ikan,",Menjala pula dihujung hulu;,"Patuhilah arahan yang diberikan,",Semoga semuanya selamat selalu.
Pantun_10112,"Terung bulat di hujung dahan,",Pokoknya tumbuh tepi perigi;,"Tolonglah patuh pada arahan,",Semoga virus segera pergi.
Pantun_10113,"Jalan-jalan bersama Cik Limah,",Terus terpandang pohon meranti;,"Jika kita duduk di rumah,",Virus jangkitan boleh dihenti.
Pantun_10114,"Masuk hutan memburu rusa,",Banyak belukar perlu diredah;,"Jangan suka mengukir dosa,",Berita palsu membawa fitnah.
Pantun_10115,"Pohon cerita keremak susu,",Rimbun markosa belimbing tanah;,"Sikit berkata bukan membisu,",Jauhkan dosa menabur fitnah.
Pantun_10116,"Jangan dijolok sarang tebuan,",Sarang tebuan di pokok cermai;,"Berita palsu tanpa tujuan,",Hanya menyusahkan orang ramai.
Pantun_10117,"Tanam bunga dalam pasu,",Menyiram air elok berjimat;,"Jangan sebarkan berita palsu,",Berita palsu merosak umat.
Pantun_10118,"Mawar ditanamkan di dalam pasu,",Oleh Pak Anjang kampung seberang;,"Sengaja menyebarkan benda palsu,",Tak fikir panjang menyusahkan orang.
Pantun_10119,"Ramai orang berpusu-pusu,",Bertebaran merata-rata;,"Ambil kesempatan sebar yang palsu,",Hendak terkenal sekelip mata.
Pantun_10120,"Dalam pasu tanah di tebar,",Ambil keladi terus di tanam;,"Berita palsu jangan di sebar,",Kelak menjadi tidak tenteram
Pantun_10121,"Hujan lebat bersama rebut,,",Mengalir air ke terusan;,"Berita palsu jangan disebut,",Selidik dulu baru sebarkan.
Pantun_10122,"Berkibar kibar dengan megah,",Bendera malaysia tanda merdeka;,"Usah disebar yang tak berfaedah,",Kerja sia-sia nak melawak dan jenaka.
Pantun_10123,"Bunga mekar di dalam pasu,","Dibelai, dimanja, lebihkan perhatian;","Tak bertanggungjawab sebarkan yang palsu,",Hanya sifat inginkan perhatian.
Pantun_10124,"Tanpa ibadah lewat lebaran,",Derita lesu menyirat hari;,Apa faedah buat sebaran?,Berita palsu menjerat diri.
Pantun_10125,"Menjala ikan di Teluk Pasu,",Dapat siakap bersama toman;,"Berani sebarkan benda palsu,",Tunggu ditangkap dikena hukuman.
Pantun_10126,"Pagi redup mula pencarian,",Pinta mak banang belikan susu;,"Mungkin tidak cukup perhatian,",Jalan yang senang tular yang palsu.
Pantun_10127,"Susun pasu atas pentas,",Lintas titi pandu kereta;,"Berita palsu tular pantas,",Tapis teliti ketulinan fakta.
Pantun_10128,"Hendak ke pekan membeli susu,",Elak ke kiri huma diredah;,"Jangan sebarkan berita palsu,",Kelak sendiri terima padah.
Pantun_10129,"Cantik rupawan anak Mak Su,",Ramai peminatnya serata desa;,"Menjadi wartawan berita palsu,",Perbuatan hanya menempah dosa.
Pantun_10130,"Bunga seroja di dalam pasu,",Pasunya cantik di kebun nyonya;,"Jangan lah sebar kenyataan palsu,",Kerja sia-sia tiada manafaatnya.
Pantun_10131,"Rase cemas ngangkat pasu,",Bunuh ular ikat dengan tali;,"Ingatkan emas duit aje yang palsu,",Berita tular pun ade tak asli.
Pantun_10132,"Hanya gurauan sesama rakan,",Di pohon rambutan berbuah jarang;,"Tiada tujuan hanya keseronokan,",Ambil kesempatan susahkan orang.
Pantun_10133,"Indah tembusu diapit bebuta,",Di tengah hentian tampak si dia;,"Berita palsu ditular merata,",Ingin perhatian warga media.
Pantun_10134,"Orang jawa mencari benang,",Benang dicari di padang changkat;,"Berita palsu jangan dicanang,",Kelak menjadi peresah masyarakat.
Pantun_10135,"Kilang pasu kian produktif,",Warisan Bandung indah tergambar;,"Berita palsu lagi sensitif,",Wajar dibendung jangan disebar.
Pantun_10136,"Anak tenok melompat-lompat,",Mencari makan di petang hari;,"Dia berseronok tak kena tempat,",Hanya pentingkan diri sendiri.
Pantun_10137,"Taugeh bercambah ikut giliran,",Panjang sejengkal jatuh ke tanah;,"Usah menambah beban fikiran,",Insan berakal menangkis fitnah.
Pantun_10138,"Berpasu pasu benih pulasan,",Penuh sesak untuk digendong;,"Menular yang palsu jadi kepuasan,",Jiwa nan rosak sukar dibendong.
Pantun_10139,"Minum secawan air susu,",Sambil makan sedikit juadah;,"Jangan sebar berita palsu,",Baik buat perkara berfaedah.
Pantun_10140,"Derasan ombak kuat sekali,",Bagai gelombang bawa arus;,"Berita palsu tular banyak sekali,",Tanpa tujuan sebar terus.
Pantun_10141,"Mencari lokan terkalih-kalih,",Serempak ular sebalik bakul;,"Cari rujukan pautan sahih,",Sebelum tular pastikan betul.
Pantun_10142,"Ikan kekek ikan tenggiri,",Mari dimakan sianak dara;,"Cinta palsu merana diri,",Berita palsu rosaklah Negara.
Pantun_10143,"Adik terlalu berangan pilu,",Duka ditangisi dengan berpuisi;,"Selidik dahulu jangan melulu,",Jika sangsi jangan dikongsi.
Pantun_10144,"Roti canai cicah dengan susu,",Lagi sedap cicah kari ikan keli;,"Bior pun kite pakai gigi palsu,",Namun gusi pastikan yang asli.
Pantun_10145,"Tanam bunga dalam pasu ,",Siram air supaya bertahan;,"Kepada peyebar berita palsu ,",Hentikan segera ikutlah arahan
Pantun_10146,"Kukor nyior beras ditampi,",Pulut tanak dijirus susu;,"Masih tak sedor dalam mimpi,",Ngigau menular semue yang palsu.
Pantun_10147,"Sangai menutup kopi susu,",Gulai kari berasam jawa;,"Perangai suka tular yang palsu,",Mesti dari kalangan pesakit jiwa
Pantun_10148,"Taburkan baja serata pasu,",Gemburkan lalu kena semuanya;,"Abaikan saja berita palsu,",Pastikan dulu mana sumbernya.
Pantun_10149,"Leka menampi si padi pulut,",Terasa lesu peluh merenik;,"Tika hadapi situasi kalut,",Berita palsu menambah panik.
Pantun_10150,"Berkain gebar hala ke titi,",Rapat ke hulu ke pohon ara;,"Jangan menyebar berita tak pasti,",Siasat dahulu duduk perkara.
Pantun_10151,"Bunga Mawar didalam pasu,",Pasu disusun didalam taman;,"Angan sebarkan berita palsu,",Murnikan peribadi kukuhkan iman.
Pantun_10152,"Retak memanjang pecahnye pasu,",Kene tangan berdarah luka;,"Tak mandang faedah tular yang palsu,",Kena tangkap baru padan muka.
Pantun_10153,"Pergi pekan membeli pasu,",Pasu dibeli intan bayduri;,"Jangan sebar berita palsu,",Kelak nanti memakan diri.
Pantun_10154,"Cantik melebar mewahnya katil,",Tempahan Mak Esah siaplah sudah;,"Janganlah disebar perkara yg batil,",Kelak menyusah tiadanya faedah.
Pantun_10155,"Nila setitik rosak susu sebelanga,",Seekor berlumpur sekandang terpalit;,"Tidak cerdik tular palsu belaka,",Tiada bersyukur berjiwa sakit.
Pantun_10156,"Enak rasanya buah tenusu,",Hendak dicapai menaiki rakit;,"Orang yang sinar berita palsu,",Hatinya hitam jiwanya sakit.
Pantun_10158,"Pohon rendah siakar tunjang,",Hinggap merbah duduk sekawan;,"Tular diredah apa peronjang,",Kalau tak sasau mesti sawan.
Pantun_10159,"Apa dikenang tanah seberang,",Entah berbendang bertajak tidak;,"Jangan diikut perangainya orang,",Kita dah tua bukan budak budak.
Pantun_10160,"Berarak awan mendung yang kelam,",Hujan turun di petanglah hari;,"Duduk di rumah diam diam,",Benda tak sahih jangan dipeduli.
Pantun_10161,"Pohon selasih di padang lumat,",Anak kucing terlompat-lompat;,"Terima kasih RTM penyalur maklumat,",Sentiasa releven cepat dan tepat.
Pantun_10162,"Langit berawan menanti hujan,",Menitik hujan ke dalam pasu;,"Di mana kesedaran apakah tujuan,",Ambil kesempatan sebar yang palsu.
Pantun_10163,"Semangkuk laksa si ikan tamban,",Kuahnya pekat rasa sekata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10164,"Disanjung dipuja barisan hadapan,",Memberi khidmat mencurah tenaga;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10165,"Dari Rasa menuju Seremban,",Di malam pekat gelap gelita;,"Adiwira bangsa sedia berkorban,",Demi masyarakat negara tercinta.
Pantun_10166,"Kawalan pergerakan jangan terbeban,",Sangat penting kerjasama kita;,"Adiwira bangsa setia berkorban,",Demi masyarakat Negara tercinta.
Pantun_10167,"Ke hutan memangkas si batang bemban,",Tali dijalin menyumbu pelita;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10168,"Cempera angsa terpa ke reban,",Kami menyakat mara merata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10169,"Para markisa di sisi leban,",Dami melekat menggera rata;,"Adiwira bangsa rela berkorban,",Demi masyarakat negara tercinta.
Pantun_10170,"Masak kari si ikan tamban,",Sambil masak pasang pelita;,Adiwira bangsa sedia berkorban,Demi masyarakat negara tercinta.
Pantun_10171,"Itik dan angsa di dalam reban,",Sayang disekat dengan batu bata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10172,"Terdengar kokokan ayam direban,",Covid 19 meningkat di carta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10173,"Mengira angka beribu- riban,",Dalam gempita tersuluh cahaya;,"Adiwira bangsa sedia berkorban,",Demi masyarakat negara tercinta.
Pantun_10174,"Mengira mangsa jatuh terhumban,",Berani dekat jarak sehasta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10175,"Walau ke desa jauh dihumban,",Kenangan melekat di hati di mata;,"Adiwira bangsa sedia berkorban,",Demi masyarakat negara tercinta.
Pantun_10176,"Anak angsa di tepi reban,",Pohon sakat tumbuh melata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10177,"Ikat kemas pucuk halban,",Hendak dibawa di hujung kota;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10178,"Itik angsa masuk ke reban,",Pergi dekat ayam bercerita;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10179,"Serati dan angsa kurung sereban,",Dilingkungnya pukat berlantaikan bata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10180,"Perit terasa memikul beban,",Dihalang disekat kerana sengketa;,"Adiwira bangsa sedia berkorban,",Demi masyarakat negara tercinta.
Pantun_10181,"Apa sahaja rela ku berkorban,",Untuk mu wahai yang ku cinta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10182,"Senapang kayu peluru bemban,",Dijual orang ditengah kota;,"Adiwira bangsa sedia berkorban,",Demi masyarakat negara tercinta.
Pantun_10183,"Bergelora rasa dunia terbeban,",Bumi di peringkat cedera merata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10184,"Berkain kasa dibuat turban,",Pakai pelikat warna sekata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10185,"Anak angsa diperdu bemban,",Kaki tersngkut meronta-ronta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10186,"Itik dan angsa duduk sereban,",Kucing menyakat bulatkan mata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10187,"Ke hujung desa mencari leban,",Leban diangkat dijual di kota;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta
Pantun_10188,"Ternak angsa siap di reban,",Tiang diikat biar sekata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10189,"Berjela masa memukat tamban,",Menarik singkat ke aras rata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10190,"Sama tersiksa saat terbeban,",Sama muafakat rakyat jelata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10191,"Ayam berkokok riuh sereban,",Cerah mentari serta merta;,"Adiwara bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10192,"Pak Aji memakai serban,",Serban di beli dari Jakarta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10193,"Gembira angsa serati terumban,",Jerami di ikat tali di pinta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10194,"Segera angsa hala ke reban,",Rami diangkat dara jelita;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta
Pantun_10195,"Menggalas kayu terasa beban,",keringat menitis air dipinta;,Adiwira bangsa setia berkorban,"Demi masyarakat negara tercinta,"
Pantun_10196,"Ibu ayam di dalam reban,",Mengeram telur merata rata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10197,"Sunyi sepi bandar Seremban,",Sunyi dari laluan kereta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10198,"Cemara desa di tepi limban,",Rami selirat antara bata;,"Adiwira bangsa sedia berkorban,",Demi masyarakat negara tercinta.
Pantun_10199,"Anak angsa di dalam reban,",Kaki terikat meronta ronta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10200,"Terus bekerja dalam kepenatan,",Pesakit didekat didengar cerita;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10201,"Sutera, kasa sedia kemban,",Resmi pelikat cara pendeta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10202,"Hari selasa memakai serban,",Mengasah bakat pertandingan bercerita;,"Adwira bangsa sedia berkorban,",Demi masyarakat negara tercinta.
Pantun_10203,"Masak goring ikan tamban,",Makan ulam sayur pegaga;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10204,"Mengira angsa di dalam reban,",Dibilang cepat kerana dah senja;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10205,"Jangan dicantas sidahan leban,",Nanti habuknya masuk kemata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10206,"Mengira angsa ,tempua di reban,",jerami diikat bentara pinta;,"Adiwira bangsa sedia berkorban,",Demi masyarakat negara tercinta.
Pantun_10207,"Anak angsa dalam reban,",Mati satu apa nak dikata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10208,"Sakit terasa tangan dirotan,",Akibat menyakat terlanjur kata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10209,"Singgah sebentar bandar seremban,",Indahnya bandar sejuk mata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10210,"Korban bukan sebarang korban,",Korban demi rakyat Malaysia;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10211,"Tugas kami bukan lah beban,",Tanggungjawab dan aku janji kami kota;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10212,"Selendang kasa di lilit serban,",Kain pengikat kopiah rata;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10213,"Demi negara rela berkorban,",Wang ringgit bukan dipinta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10214,"Bicara nuansa bicara lemban,",Bersemi harakat bicara renta;,"Adiwira bangsa setia berkorban,",Demi masyarakat negara tercinta.
Pantun_10215,"Dari wuhan tiada sempadan ,",Bermaharaja lela merata;,"Adiwira bangsa setia berkorban ,",Demi bangsa masyarakat tercinta.
Pantun_10216,"Semanis halwa jeruk mempelam,",Susah dibuat sedap dimamah;,"Menjaga nyawa tuntutan Islam,",Zuriat sihat sejahtera ummah.
Pantun_10217,"Anak itek anak ayam ,",Makan dedak di tepi tasik ;,"Duduk rumah diam diam,",Sambil layan Radio Klasik.
Pantun_10218,"Melompat tinggi si anak kera,",Terkejut riuh sang rama-rama;,"Bertaut kasih bertambah gembira,",Kerja rumah dibuat bersama.
Pantun_10219,"Hari minggu esok lusa,",Janji ke bendang mengutip jerami;,"Masakan isteri dah jadi biasa,",Kini nak merasa air tangan suami.
Pantun_10220,"Membawa beban menunggang kaldai,",Merentas padang tanah pamah;,"Kalau dulu hari-hari makan di kedai,",2 minggu ni kite makan di rumah.
Pantun_10221,"Penat berlari dari pekan,",Adik berehat memakan laksa;,"Jaga diri jaga pergerakkan,",Ikuti nasihat pihak berkuasa.
Pantun_10222,"Menekut merbah dekat belukar,",Hingar melihat betah tekukur;,"Takut musibah di saat sukar,",Dengar nasihat perintah akur.
Pantun_10223,"Alam maya disinari mentari,",Riuh gemersik alunan irama;,"Cantik di mata cantik di hati,",Radio Klasik halwa telinga.
Pantun_10224,"Buah berangan sayur terung,",Gulai petola bersama tiram;,"Patuhi larangan perintah berkurung,",Semoga negara kembali tenteram.
Pantun_10225,"Burung Cenderawasih di tepi tasik,",Juraian jerami luruh di telaga;,"Terima kasih Radio Klasik,",Menghibur kami seluruh keluarga.
Pantun_10226,"Cantik sungguh bunga kenanga,",Bunga kaktus tajam berduri;,"Suara anda halwa telinga,",Kami dirumah rehatkan diri.
Pantun_10227,"Tak pernah puas rasa dihati,","Pangkat dan darjat kemegahan diri,",Andai selokaku terasa dihati.,Ampun dan maaf mohon diberi.
Pantun_10228,"Letih memetik bunga melati,",Kaki kebas lama berdiri;,"Celoteh dj menghiburkan hati,",Sambil mencangkul ketawa sendiri.
Pantun_10229,"DJ Asmah bersiaran di udara,",Cantik dimata cantik dihati;,"Duduk dirumah hanya sementara,",Semoga kita sentiasa dirahmati.
Pantun_10230,"Gulai terung dijual penjaja,",Air bandung terlebih gula;,"Harap berkurung dua minggu sahaja,",Semoga mendung kan cerah semula.
Pantun_10231,"Cincin emas si cincin swasa,",Buat dara tersusun dijari;,"Sempena cuti kadakan puasa,",Sekeluarga jaga kebersihan diri.
Pantun_10232,"Bingarlah ganggu audio gersik,",Nasihat berhemah keluar juga;,"Dengarlah lagu Radio Klasik,",Berehat di rumah sekeluarga.
Pantun_10233,"Manis sungguh buah kuini,",Buah kuini dari Sri menanti;,"Bertemankan DJ Anisma pagi ni,",Cantik dimata cantik dihati.
Pantun_10234,"Jaga diri jaga kebersihan,",Untuk diri dan juga keluarga;,"Patuhlah pada segala arahan,",Kelak semua akan terjaga.
Pantun_10235,"Ular melingkar di atas dahan,",Banyaknya tuan memetik kangkung;,"Usahlah kita ingkar arahan,",Kelak merana diri yang menanggung.
